Name,MiddleName,Suffix,Type,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingStateCode,BillingCountryCode,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingStateCode,ShippingCountryCode,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,NameLocal,Jigsaw,AccountSource,SicDesc,ACRNM__c,Abbreviation__c,Topics__c,Active__c,AI_Validation_Status__c,qualtrics__NPS_Date__c,Institution_Sub_type_OLD__c,Institution_Type_OLD__c,Public_Private_Sector_OLD__c,email__c,CloudingoAgent__BAR__c,CloudingoAgent__BAS__c,CloudingoAgent__BAV__c,CloudingoAgent__BRDI__c,CloudingoAgent__BTZ__c,CloudingoAgent__SAR__c,CloudingoAgent__SAS__c,CloudingoAgent__SAV__c,CloudingoAgent__SRDI__c,CloudingoAgent__STZ__c,scanbizcards__ScanBizCards__c,Relationship_with_the_bank__c,Beneficiary_type__c,InstitutionSector_LAB_OLD__c,InstitutionSubType_LAB_OLD__c,InstitutionType_LAB_OLD__c,AI_Area__c,AI_Sub_Area__c,AI_Technology__c,qualtrics__Net_Promoter_Score__c,ORP_Confidential_Account__c,Other_Phone_Extension__c,Phone_Extension__c,Relationship_Type__c,Facebook__c,Linkedin__c,ORP_Business_Partner_Number__c,Other_Phone__c,Skype__c,Twitter__c,Used_by_IDB_Lab__c,Used_by_IDB__c,Financial_Regulation__c,Institution_Sub_Type__c,Institution_Type__c,Legal_Name__c,ORP_Rating__c,ORP_Region__c,ORP_Used_by_ORP__c,DQ_Score__c,ORP_Business_Partner_Name__c,ORP_Id__c,IDB_isBucket__c,ORP_Academic_Type__c,PSR_FinancingFocus__c,PSR_FundStatus__c,PSR_IsFund__c,pbk__AUM__c,pbk__Active_Investors__c,pbk__Average_Volume__c,pbk__Business_Status__c,pbk__Company_Status__c,pbk__Currency__c,pbk__Date_of_Last_Round__c,pbk__Dry_Powder__c,pbk__Employees__c,pbk__Enterprise_Value__c,pbk__Exchange__c,pbk__FYE__c,pbk__Financing_Status__c,pbk__Firm_Sub_Type__c,pbk__Former_Name__c,pbk__Global_Region__c,pbk__Global_Sub_Region__c,pbk__High_52wk__c,pbk__Industries_All__c,pbk__Investor_Status__c,pbk__LTM_Annual_Revenue__c,pbk__LTM_Dividend_Yield__c,pbk__LTM_EBITDA__c,pbk__LTM_EBIT__c,pbk__LTM_EPS__c,pbk__LTM_Net_Income__c,pbk__LTM_Number_Of_Investments__c,pbk__LTM_P_E__c,pbk__Last_Inv_Date__c,pbk__Last_Inv_Lead_Partner_Email__c,pbk__Last_Inv_Lead_Partner_Phone__c,pbk__Last_Inv_Lead_Partner_Title__c,pbk__Last_Inv_Lead_Partner__c,pbk__Last_Inv_Location__c,pbk__Last_Inv_Name__c,pbk__Last_Inv_Primary_Industry__c,pbk__Last_Inv_Size__c,pbk__Last_Inv_Status__c,pbk__Last_Inv_Type__c,pbk__Last_Round_Size__c,pbk__Last_Round_Status__c,pbk__Last_Round_Type__c,pbk__Last_Round_Valuation__c,pbk__Last_Sync_Date__c,pbk__Low_52wk__c,pbk__Market_Cap__c,pbk__Number_Of_Active_Investments__c,pbk__Ownership_Status__c,pbk__PB_Notes__c,pbk__PitchBook_Industry_Code__c,pbk__PitchBook_Industry_Group__c,pbk__PitchBook_Industry_Sector__c,pbk__PitchBook_Industry__c,pbk__PitchBook_Link__c,pbk__PitchBook_Type__c,pbk__Preferred_Company_Valuation__c,pbk__Preferred_Deal_Size__c,pbk__Preferred_EBITDA__c,pbk__Preferred_EBIT__c,pbk__Preferred_Geographies__c,pbk__Preferred_Industries__c,pbk__Preferred_Investment_Amount__c,pbk__Preferred_Investment_Horizon__c,pbk__Preferred_Investment_Types__c,pbk__Preferred_Other__c,pbk__Preferred_Revenue__c,pbk__Preferred_Verticals__c,pbk__Primary_Contact_Email__c,pbk__Primary_Contact_Name__c,pbk__Primary_Contact_Phone__c,pbk__Primary_Contact_Title__c,pbk__Primary_US_Region__c,pbk__SIC__c,pbk__TTM_End__c,pbk__Ticker_Symbol__c,pbk__Total_Assets_FYE__c,pbk__Total_Debt_FYE__c,pbk__Total_Money_Raised__c,pbk__Verticals__c,pbk__Year_Founded__c,pbk__pbId__c,Instagram__c,Business_Model_Type__c,Errors
Prefeitura Municipal de Porto Alegre,,,,Praca Montevideo Nr 10 Centro Historico,Porto Alegre,,90010170,Brazil,,BR,,,,,,,,,,,,,,+555132284729,,,http://www2.portoalegre.rs.gov.br/portal_pmpa_novo/,,,,,,,.,,,,,,,BR-PMPA,,,true,Validated,,,,,agenda.gp@portoalegre.rs.com.br,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@prefeitura_poa,false,true,,,Government,PREFECTURA MUNICIPAL DE PUERTO ALEGRE,,,false,60,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Secretaria de Coordenação e Governança do Patrimônio da União,,,,Esplanada Dos Ministérios - Bloco K,Brasília,,70040906,Brazil,,BR,,,,,,,,,,,,,,+556120204932,,,http://www.planejamento.gov.br/assuntos/gestao/patrimonio-da-uniao/,,,,,,,.,,,,,,,BR-SCGPU,,,true,Validated,,,,,spu.agenda@planejamento.gov.br,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,,false,true,,,Government,SECRETARIA DE COORDENAÇÃO E GOVERNANÇA DO PATRIMÔNIO DA UNIÃO,,,false,57,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Secretaria de Estado de Fazendo do Maranhão,,,,Av. Carlos Cunha S/N Calhau,São Luís,,65076905,Brazil,,BR,,,,,,,,,,,,,,+559832199028,,,https://sistemas1.sefaz.ma.gov.br/portalsefaz/jsp/principal/principal.jsf,,,,,,,.,,,,,,,BR-SEFAZMA,,,true,Validated,,,,,gabin@sefaz.ma.gov.br,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,,false,true,,,Government,SECRETARIA DE ESTADO DE HACIENDA DE MARANAO,,,false,57,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Secretaria de Estado de Saúde do Ceará,,,,"Av. Almirante Barroso 600, Praia De Iracema",Fortaleza,Ceará,60060440,Brazil,CE,BR,,,,,,,,,,,,,,+558531015123,,,https://www.saude.ce.gov.br/,,,,,,,.,,,,,,,BR-SSEC,,,true,Validated,,,,,ugp.ce@outlook.com,,0,,,,,0,,,,false,Executing agency,,,,,,,,,,,,,,,,,,,false,true,,State / Province,Government,SECRETARIA DE SAUDE DO ESTADO DO CEARA,,,false,65,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Universidad Del Tolima,,,,Barrio Santa Helena Parte Alta Cl 42 1-02,Ibague,,730006,Colombia,,CO,,,,,,,,,,,,,,+5782771212,,,http://www.ut.edu.co/,,,,,,,,,,,,,,CO-UT,,,true,Validated,,,,,atencionalciudadano@ut.edu.co,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@uni_tolima,false,false,,,Academic,UNIVERSIDAD DEL TOLIMA,,,false,60,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
CONTRALORIA GENERAL DE LA REPUBLICA,,,,CARRERA 69 NO 44 - 35,BOGOTÁ D.C.,Cundinamarca,111071,Colombia,COCUN,CO,,,,,,,,,,,,,,(57 1 ) 518 7000,,,https://www.contraloria.gov.co/,,,,,,,,,,,,,,CO-CGR,,,true,Validated,,,,,cgr@cobntraloria.gov.co,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@cgr_colombia,false,false,,,Government,CONTRALORIA GENERAL DE LA REPUBLICA,,,false,58,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,,,,CALLE 37 NO. 8-40,BOGOTÁ D.C.,Cundinamarca,110311,Colombia,COCUN,CO,,,,,,,,,,,,,,(57-1) 3323400,,,https://www.minambiente.gov.co/,,,,,,,,,,,,,,CO-MADS,,,true,Validated,,,,,servicioalciudadano@minambiente.gov.co,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@minambienteco,false,false,,,Government,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,,,false,64,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
MINISTERIO DE CIENCIA,,,,,Bogotá D.C.,,111321,Colombia,,CO,,,,,,,,,,,,,,+5716258480,,,https://minciencias.gov.co/,,,,,,,,,,,,,,CO-MINCIENCIAS,,,true,Validated,,,,,atencionalciudadano@minciencias.gov.co,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@mincienciasco,false,false,,,Government,"MINISTERIO DE CIENCIA, TECNOLOGÍA E INNOVACIÓN",,,false,53,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Ministerio Del Interior,,,,Carrera 8 No. 7 - 83,Bogotá D.C.,,111711,Colombia,,CO,,,,,,,,,,,,,,+5712427400,,,https://www.mininterior.gov.co/,,,,,,,,,,,,,,CO-MININTERIOR,,,true,Validated,,,,,servicioalciudadano@mininterior.gov.co,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@mininterior,false,false,,,Government,MINISTERIO DEL INTERIOR,,,false,60,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
MINISTERIO DE TRANSPORTE,,,,CALLE 24 # 60 - 50 PISO 9 CENTRO COMERCIAL GRAN ESTACIÓN II,BOGOTÁ D.C.,Cundinamarca,111321,Colombia,COCUN,CO,,,,,,,,,,,,,,(571) 324-0800,,,https://www.mintransporte.gov.co/,,,,,,,,,,,,,,CO-MINTRANSPORTE,,,true,Validated,,,,,servicioalciudadano@mintransporte.gov.co,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@mintransporteco,false,false,,,Government,MINISTERIO DE TRANSPORTE,,,false,64,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Corporación Acción Por Caldas Actuar Famiempresas,,,,Calle 20 # 21-17,Manizales,,170001,Colombia,,CO,,,,,,,,,,,,,,+5768721888,,,http://www.actuarcaldas.org,,,,,,,,,,,,,,CO-ACTUARCALDAS,,,true,Validated,,,,,informacion@actuarcaldas.org,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@actuarcaldas,false,false,,,Trade Associations and Unions,CORPORACIÓN ACCIÓN POR CALDAS ACTUAR FAMIEMPRESAS,,,false,60,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Corporación Acción Por El Quindío (Actuar Famiempresas),,,,Calle 12 13 14,Armenia,,630004,Colombia,,CO,,,,,,,,,,,,,,+5767463844,,,www.actuarfamiempresas.org.co,,,,,,,,,,,,,,CO-ACTUARFAMIMPRESAS,,,true,Validated,,,,,servicioalcliente@actuarfamiempresas.org.co,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@actuarfami,false,false,,,Trade Associations and Unions,CORPORACIÓN ACCIÓN POR EL QUINDÍO (ACTUAR FAMIEMPRESAS),,,false,60,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Corporacion Accion Por El Tolima Actuar Famiempresas,,,,"Cll. 18 # 6 -16 Esquina, B. Interlaquen",Ibague,,730001,Colombia,,CO,,,,,,,,,,,,,,+5782616640,,,http://corporacioncecan.org/,,,,,,,,,,,,,,CO-CORTOLIMA,,,true,Validated,,,,,norasierra@actuartolima.com,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@actuartolima,false,false,,,Trade Associations and Unions,CORPORACION ACCION POR EL TOLIMA ACTUAR FAMIEMPRESAS,,,false,60,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Ilustre Municipalidad De Riobamba,,,,JUNIN,Riobamba,Tungurahua,,Ecuador,ECT,EC,,,,,,,,,,,,,,,,,WWW.MRIOBAMBA.COM,,,,,,,Ilustre Municipalidad De Riobamba,,,ILUSTRER,,,,EC-MR,ILUSTRER,,true,Validated,,,,,alcalde@gadmriobamba.gob.ec,,0,,,,,0,,,,false,Other,,,,,,,,,,,,,,,,,,,false,true,,Municipal,Government,ILUSTRE MUNICIPALIDAD DE RIOBAMBA,,,false,57,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Banco De Credito Del Peru,,,,"Calle Centenario 156 La Molina Lima 1, Peru",Lima,,,Peru,,PE,,,,,,,,,,,,,,+5113119898,,,https://www.viabcp.com/,,,,,,,,,,,,,,PE-BCPLLIB,,,true,Validated,,,,,bcpparati@emailbcp.com,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@bcpcomunica,false,false,,,Financial,BANCO DE CREDITO DEL PERU,,,false,58,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Ministerio Del Interior,,,,Plaza 30 De Agosto S/N Urb. Corpac,San Isidro,,,Peru,,PE,,,,,,,,,,,,,,+5114184030,,,https://www.mininter.gob.pe,,,,,,,,,,,,,,PE-MININT,,,true,Validated,,,,,consultasysugerencias@mininter.gob.pe,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@mininterperu,false,false,,,Government,MINISTERIO DEL INTERIOR,,,false,58,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
MINISTERIO DE SALUD,,,,AVE. SALAVERRY CUADRA 7 S/N JESUS MARIA,LIMA,Lima2,11,Peru,PELIM2,PE,,,,,,,,,,,,,,511 3156600,,,https://www.minsa.gob.pe/,,,,,,,"Organo rector  del Sector Salud  responsable por la coordinación con eficiencia e integridad el Sistema Nacional  de Salud basado en Redes Integradas de Salud, la política para el aseguramiento universal en salud, y las políticas y acciones intersectoriales sobre los determinantes sociales; en beneficio de la salud y el bienestar de la población.",,,MINSA,,,,PE-MINSA,MINSA,,true,Validated,,,,,webmaster@minsa.gob.pe,,0,,,,,0,,,,false,Executing agency;Client,,,,,,,,,,,"3033,2824",,https://www.facebook.com/minsaperu/,https://www.linkedin.com/company/ministerio-de-salud-del-per%C3%BA/,,,,@Minsa_Peru,false,true,,National,Government,MINISTERIO DE SALUD,,,false,74,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
WORLD WILDLIFE FUND INC,,,,TRINIDAD MORÁN 853,Lima,,,Peru,,PE,,,,,,,,,,,,,,+5114405550,,,http://www.wwf.org.pe/,,,,,,,,,,,,,,PE-WWF-PERU,,,true,Validated,,,,,comunicaciones@wwfperu.org,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@wwf,false,false,,,Non Profit / NGO,WORLD WILDLIFE FUND INC,,,false,58,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Camara De Comercio Y Produccion De La Libertad,,,,Junin 454,Trujillo,,,Peru,,PE,,,,,,,,,,,,,,+51044484210,,,http://www.camaratru.org.pe,,,,,,,,,,,,,,PE-CCPL,,,true,Validated,,,,,comunicaciones@camaratru.org.pe,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,Business,CAMARA DE COMERCIO Y PRODUCCION DE LA LIBERTAD,,,false,55,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
"Camara De Comercio, Agricultura E Industrias De Lambayeque",,,,Av. Jose Balta 56,"Chiclayo, Lambayeque",,,Peru,,PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-CCAIL,,,true,Validated,,,,,,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,Business,"Camara De Comercio, Agricultura E Industrias De Lambayeque",,,false,35,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Ministerio De Trabajo Y Promocion Social,,,,Street Placeholder,City Placeholder,,,Peru,,PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-MTPS,,,true,Validated,,,,,,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,Government,Ministerio De Trabajo Y Promocion Social,,,false,35,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
PREFECTURA MUNICIPAL DE FORTALEZA,,,,PALACIO DO BISPO - RUA SAO JOSE,Fortaleza,,60060170,Brazil,,BR,,,,,,,,,,,,,,+558532558300,,,https://www.fortaleza.ce.gov.br/,,,,,,,.,,,,,,,BR-PMF,,,true,Validated,,,,,roberto.claudio@gabpref.fortaleza.ce.gov.br,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@prefeiturapmf,false,true,,,Government,PREFECTURA MUNICIPAL DE FORTALEZA,,,false,60,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
"Keteka, LLC",,,,"Santiago, Chile y Austin, Tx",Santiago,,,Chile,,CL,,,,Inclusive Cities,,,,,,,,,,,,,www.keteka.com,,,,,,,"Interesados en aplicar al Challenge IDB Lab Tourism and Beyond 2020. 
Keteka was founded by two Peace Corps volunteers focused on helping rural and indigenous communities in Panama actually benefit from tourism. Kyle and Jack recognized that there were thousands of local guides and communities that needed, but lacked, direct access to travelers. At the same time, there were millions of travelers searching for off the beaten path experiences, yet lacked an easy way to find and book them. Eventually, by leveraging their connection to the Peace Corps Network, they began onboarding previously marginalized guides and communities, and offering travel experiences to a small group of friends and family.",,,,,,,,,,true,Pending validation,,,,,,,0,,,,,0,,,,false,,Indigenous;Poor/vulnerable/low income;Urban/periurban,,,,Inclusive Cities,Circular Economy,,,,,,Other,,,,,,,true,false,,Start-up,Business,,,,false,41,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Inclusive Cities:AI_Area__c --
Sonia M. Jackson,M.,,,"Townhouse #2, Glen Eyre
9 Seaview Avenue",Kingston 10,,,Jamaica,,JM,,,,,,,,,,,,,,+0018769787958,,,,,,,,,,"Sonia Jackson has worked in the area of statistics and policy development for her entire career.  She was Director General of the Statistical Institute of Jamaica (STATIN) for 12 years. During that time, she managed the implementation of two decennial population and housing censuses, began to develop the NSS of Jamaica, and was responsible for modernization and innovation efforts in STATIN.  Most importantly, her work in STATIN led it to become the exemplary National Statistics Office (NSO) in the Caribbean, serving as a model for management, innovation and organization for all the other NSOs in the region.",,,,,,,,,,true,Pending validation,,,,,sjacksondg@yahoo.com,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,+0018769975282,,,false,true,,,Persona,,,,false,64,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_FIELD_FOR_INSERT_UPDATE:Account: bad field names on insert/update call: MiddleName:MiddleName --
BANCO HONDURENO PARA LA PRODUCCION Y LA VIVIENDA,,,,BULEVAR JUAN PABLO II,Tegucigalpa,,,Honduras,,HN,,,,,,,,,,,,,,+50422283773,,,http://banhprovi.gob.hn,,,,,,,"Fue creado mediante Decreto Ley No. 6-2005, el 26 de enero de 2005, y reformado mediante Decreto Legislativo nú 358-2014, de fecha veinte (20) de Enero del año dos mil catorce (2014), y publicado en el Diario oficial la Gaceta de fecha veinte (20) de Mayo del año dos mil catorce (2014). La institución, tiene por objeto promover, el crecimiento y desarrollo socioeconómico inclusivo e integral de todos los Hondureños, mediante la prestación de servicios financieros de banca universal para la producción y vivienda, con énfasis en el sector social de la economía, así como la inversión en obras y proyectos de infraestructura rentables que promuevan la competitividad nacional y el empleo digno.",,,,,,,HO-BANHPROVI,Banhprovi,,true,Validated,,,,,contacto@banhprovi.gob.hn,,0,,,,,0,,,,false,Financial agent,,,,,,,,,,,,,@Banco Hondureño para la Produccion y la Vivienda,https://www.linkedin.com/company/banhprovi,,+50422325500,,@BANHPROVI1,false,true,,Investment Bank,Government,BANCO HONDURENO PARA LA PRODUCCION Y LA VIVIENDA,,,false,67,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Investment Bank:Institution_Sub_Type__c --
Leonardo Sicard Abad,Sicard,,,Calle 98 # 22 – 64 - Edificio Calle 100 - Of. 910,Bogotá,,,Colombia,,CO,,,,,,,,,,,,,,+5716511511,,,,,,,,,,Profesional en Comercio Internacional. Especialización en Transporte Internacional.,,,,,,,,,,true,Pending validation,,,,,isicard@araujoibarra.com,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,+573102709271,,,false,true,,,Persona,,,,false,59,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_FIELD_FOR_INSERT_UPDATE:Account: bad field names on insert/update call: MiddleName:MiddleName --
Luis Ignacio Friedmann Roig,Ignacio,,,Uruguay,Montevideo,,,Uruguay,,UY,,,,,,,,,,,,,,+59891038094,,,,,,,,,,Asesoramiento en la definición de la arquitectura de aplicación y datos de plataformas digitales.,,,,,,,,,,true,Pending validation,,,,,ignacio.friedmann@gmail.com,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,,false,true,,,Persona,,,,false,64,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_FIELD_FOR_INSERT_UPDATE:Account: bad field names on insert/update call: MiddleName:MiddleName --
Ingrid Jeanneth Chavarría Estrada de Reyes,Jeanneth,,,"0 Avenida ""B"" 1-11 Zona 4 de Mixco Col. Monserrat I",Guatemala,,,Guatemala,,GT,,,,,,,,,,,,,,+50550501268,,,,,,,,,,Consultora Financiera,,,,,,,,,,true,Validated,,,,,ingridchavarria30@yahoo.es,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,,false,true,,,Persona,,,,false,64,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_FIELD_FOR_INSERT_UPDATE:Account: bad field names on insert/update call: MiddleName:MiddleName --
Kingston Creative Limited,,,,107 Harbour Street,Kingston,,,Jamaica,,JM,,,,Inclusive Cities,,,,,,,,,,+8764814888,,,kingstoncreative.org,,,,,,,,,,,,,,JA-KC,,,true,Pending validation,,,,,info@kingstoncreative.org,,0,,,,,0,,,,false,,Entrepreneur;Poor/vulnerable/low income;Urban/periurban,,,,Inclusive Cities,Orange Economy,Intelligent Location and GIS;A/V Reality,,,,,Executing Agency,https:/www.facebook.com/kingstoncreativejm,https://www.linkedin.com/company/kingstoncreativejm/,,,,,true,false,,,Non Profit / NGO,KINGSTON CREATIVE LIMITED,,,false,60,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Inclusive Cities:AI_Area__c --
